Mapping parameters for Nemipterus vitiensis (Fiji threadfin bream)

"Cite AquaMaps itself as: Kaschner, K., J. Rius-Barile, K. Kesner-Reyes, C. Garilao, S.O. Kullander, T. Rees and R. Froese. 2013. AquaMaps: Predicted range maps for aquatic species World Wide Web electronic publication, www.aquamaps.org, Version 08/2013. "

Map type: Computer-generated,
Map Option: In FAO and Bounding Box
FAOAreas: 71,
Bounding Box (NSWE): ,-14,-22,166,-177

Pelagic: False,
Layer used to generate probabilities: Surface,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Depth (m),1,27,54,143,273
Temperature (°C),1,25.17,25.92,27.44,31.64
Salinity (psu),1,34.53,35.03,35.28,35.78
Primary Production,1,149,268,515,614
Sea Ice Concentration,1,-1,0,0,0
Distance to Land (km),0,18.8,19.8,262.6,511
 

Map data (HSPEC) for predicted occurrences (n = 105): 
Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability,Depth,SST,Salinity,Primary Production,Sea Ice Concentration.,Distance to Land
Nemipterus,vitiensis,-18.25,168.25,3116:488:1,0.12,,,,,,
Nemipterus,vitiensis,-18.75,168.75,3116:488:4,0.16,,,,,,
Nemipterus,vitiensis,-20.75,167.75,3216:207:4,0.04,,,,,,
Nemipterus,vitiensis,-21.25,167.25,3216:217:1,0.02,,,,,,
Nemipterus,vitiensis,-21.25,167.75,3216:217:2,0.02,,,,,,
Nemipterus,vitiensis,-21.75,167.25,3216:217:3,0.01,,,,,,
Nemipterus,vitiensis,-21.75,167.75,3216:217:4,0.02,,,,,,
Nemipterus,vitiensis,-21.75,174.75,3217:114:4,0.01,,,,,,
Nemipterus,vitiensis,-21.25,-178.75,5217:218:2,0.03,,,,,,
Nemipterus,vitiensis,-14.75,166.75,3116:246:4,0.35,,,,,,
Nemipterus,vitiensis,-14.25,167.25,3116:247:1,0.26,,,,,,
Nemipterus,vitiensis,-14.25,167.75,3116:247:2,0.21,,,,,,
Nemipterus,vitiensis,-14.75,167.25,3116:247:3,0.34,,,,,,
Nemipterus,vitiensis,-14.25,168.25,3116:248:1,0.22,,,,,,
Nemipterus,vitiensis,-14.75,168.25,3116:248:3,0.22,,,,,,
Nemipterus,vitiensis,-19.75,170.25,3117:390:3,0.20,,,,,,
Nemipterus,vitiensis,-17.25,178.25,3117:478:1,0.33,,,,,,
Nemipterus,vitiensis,-17.25,179.75,3117:479:2,0.22,,,,,,
Nemipterus,vitiensis,-14.25,-177.75,5117:247:2,0.22,,,,,,
Nemipterus,vitiensis,-14.25,-178.25,5117:248:1,0.24,,,,,,
Nemipterus,vitiensis,-15.25,166.75,3116:456:2,0.48,,,,,,
Nemipterus,vitiensis,-15.75,166.25,3116:456:3,0.52,,,,,,
Nemipterus,vitiensis,-15.25,167.25,3116:457:1,0.40,,,,,,
Nemipterus,vitiensis,-15.25,167.75,3116:457:2,0.46,,,,,,
Nemipterus,vitiensis,-15.25,168.25,3116:458:1,0.41,,,,,,
Nemipterus,vitiensis,-18.25,168.75,3116:488:2,0.55,,,,,,
Nemipterus,vitiensis,-15.75,175.75,3117:455:4,0.55,,,,,,
Nemipterus,vitiensis,-20.25,166.25,3216:206:1,0.59,,,,,,
Nemipterus,vitiensis,-20.25,166.75,3216:206:2,0.59,,,,,,
Nemipterus,vitiensis,-20.75,166.25,3216:206:3,0.59,,,,,,
Nemipterus,vitiensis,-20.75,166.75,3216:206:4,0.59,,,,,,
Nemipterus,vitiensis,-20.75,167.25,3216:207:3,0.58,,,,,,
Nemipterus,vitiensis,-20.25,169.75,3216:209:2,0.49,,,,,,
Nemipterus,vitiensis,-20.75,-178.75,5217:208:4,0.52,,,,,,
Nemipterus,vitiensis,-15.75,168.25,3116:458:3,0.64,,,,,,
Nemipterus,vitiensis,-17.25,176.75,3117:476:2,0.70,,,,,,
Nemipterus,vitiensis,-18.25,-179.25,5117:489:1,0.77,,,,,,
Nemipterus,vitiensis,-19.25,-178.25,5117:498:1,0.66,,,,,,
Nemipterus,vitiensis,-19.25,-178.75,5117:498:2,0.71,,,,,,
Nemipterus,vitiensis,-15.75,166.75,3116:456:4,0.82,,,,,,
Nemipterus,vitiensis,-15.75,167.25,3116:457:3,0.81,,,,,,
Nemipterus,vitiensis,-16.25,167.25,3116:467:1,0.88,,,,,,
Nemipterus,vitiensis,-16.25,167.75,3116:467:2,0.98,,,,,,
Nemipterus,vitiensis,-16.75,167.25,3116:467:3,0.88,,,,,,
Nemipterus,vitiensis,-16.75,167.75,3116:467:4,0.98,,,,,,
Nemipterus,vitiensis,-16.25,168.25,3116:468:1,0.98,,,,,,
Nemipterus,vitiensis,-16.75,168.25,3116:468:3,0.98,,,,,,
Nemipterus,vitiensis,-16.75,168.75,3116:468:4,0.98,,,,,,
Nemipterus,vitiensis,-17.25,168.25,3116:478:1,1.00,,,,,,
Nemipterus,vitiensis,-17.25,168.75,3116:478:2,1.00,,,,,,
Nemipterus,vitiensis,-17.75,168.25,3116:478:3,1.00,,,,,,
Nemipterus,vitiensis,-17.75,168.75,3116:478:4,1.00,,,,,,
Nemipterus,vitiensis,-18.75,169.25,3116:489:3,1.00,,,,,,
Nemipterus,vitiensis,-19.25,169.25,3116:499:1,0.98,,,,,,
Nemipterus,vitiensis,-19.25,169.75,3116:499:2,0.98,,,,,,
Nemipterus,vitiensis,-19.75,169.25,3116:499:3,0.98,,,,,,
Nemipterus,vitiensis,-19.75,169.75,3116:499:4,0.98,,,,,,
Nemipterus,vitiensis,-19.25,170.25,3117:390:1,0.94,,,,,,
Nemipterus,vitiensis,-16.75,177.25,3117:467:3,0.97,,,,,,
Nemipterus,vitiensis,-16.75,177.75,3117:467:4,0.95,,,,,,
Nemipterus,vitiensis,-16.25,178.25,3117:468:1,0.92,,,,,,
Nemipterus,vitiensis,-16.75,178.75,3117:468:4,0.98,,,,,,
Nemipterus,vitiensis,-16.25,179.25,3117:469:1,0.89,,,,,,
Nemipterus,vitiensis,-16.25,179.75,3117:469:2,0.98,,,,,,
